Id,CreationDate,PostId,RelatedPostId,LinkTypeId
1167359,2015-03-24T13:38:43.290,30909,30791,1
1172438,2015-04-12T15:05:57.743,31112,1000,1
1303510,2016-09-19T19:34:53.007,36620,12800,1
1609765,2018-06-08T04:01:47.287,40942,32859,1
1721126,2019-08-22T08:30:29.100,44434,20723,1
872519,2012-09-26T19:22:29.803,6959,170,1
872518,2012-09-26T19:22:29.803,6959,948,1
633125,2011-09-01T06:30:01.100,8041,5395,1
633124,2011-09-01T06:30:01.100,8041,8000,1
1480031,2017-12-20T22:36:33.163,8041,39815,1
1642992,2018-11-03T16:58:55.853,41832,39399,1
1870003,2022-04-13T22:04:22.413,51324,51118,1
1870004,2022-04-13T22:04:22.413,51324,51279,1
579150,2011-08-06T16:05:17.803,7600,1988,1
1037914,2013-09-16T15:11:17.137,19010,17684,1
1040782,2013-10-06T01:58:46.323,19256,11425,1
1043437,2013-10-23T20:27:39.513,19502,12785,1
1070866,2014-03-22T00:07:05.170,21666,2083,1
1505222,2018-02-16T21:55:45.493,40109,40193,1
76006,2010-10-08T13:59:05.117,2004,1977,1
803938,2012-03-03T23:47:15.277,10494,5427,1
1150892,2014-12-27T16:30:55.797,27972,7900,1
1190166,2015-06-21T16:53:56.237,31814,31789,1
867139,2012-09-11T15:47:30.983,12558,12500,1
871922,2012-09-25T00:49:42.003,12724,1811,1
871921,2012-09-25T00:49:42.003,12724,3462,1
871891,2012-09-25T00:03:22.917,12724,12671,1
874026,2012-10-02T01:14:25.090,12793,4096,1
1328176,2017-01-31T05:30:40.467,14124,4769,1
996672,2013-03-07T18:27:55.677,16780,16500,1
1136182,2014-10-15T18:18:31.990,26026,3624,1
1637987,2018-10-04T01:38:37.213,41678,3154,1
1784264,2020-12-24T01:49:01.123,48081,4052,1
1784254,2020-12-23T20:53:32.167,48081,4458,1
1784253,2020-12-23T20:53:32.167,48081,6748,1
998595,2013-03-08T19:36:13.353,16803,5188,1
1044717,2013-11-01T16:17:34.850,19459,18816,1
1082676,2014-05-19T12:39:44.057,22568,19662,1
1886046,2022-09-29T12:21:16.240,51945,51932,1
243820,2011-01-28T01:56:45.943,4609,1684,1
1218538,2015-09-26T01:06:16.583,32624,32267,1
1218494,2015-09-25T05:59:31.030,32624,32584,1
27320,2010-09-15T15:56:19.980,799,52,1
792873,2012-02-02T16:47:56.443,10045,174,1
1072235,2014-03-27T16:38:13.483,21778,21730,1
112465,2010-10-31T14:17:58.937,2571,1920,1
1057524,2014-01-15T19:09:43.110,20596,3887,1
1057660,2014-01-16T13:05:27.190,20596,14791,1
1082436,2014-05-17T16:46:30.713,22588,3279,1
1636157,2018-09-25T01:11:24.613,25416,4697,1
1150408,2014-12-24T01:56:32.523,27949,1060,1
1150409,2014-12-24T01:56:32.523,27949,18067,1
446,2010-09-03T21:38:55.983,848,26,1
1138288,2014-10-31T17:39:12.047,848,1794,1
450249,2011-06-01T15:41:45.003,6836,88,1
791917,2012-01-30T17:14:10.653,9990,9804,1
1041205,2013-10-08T18:50:14.447,19322,18426,1
1074245,2014-04-06T19:08:05.930,21978,21631,1
1105432,2014-07-05T13:29:14.297,25144,6912,1
1231821,2015-10-14T12:07:41.480,32804,32587,1
1418937,2017-10-15T17:27:06.310,39302,33312,1
1814458,2021-02-11T12:03:45.807,48207,48369,1
316421,2011-03-16T06:02:37.190,5519,3299,1
764227,2011-11-09T12:31:15.210,8851,1539,1
767605,2011-11-18T15:15:41.383,8851,5080,1
764228,2011-11-09T12:33:04.333,8851,5635,1
1941504,2023-09-11T20:16:10.720,53305,12162,1
1941505,2023-09-11T20:16:10.720,53305,19980,1
1941506,2023-09-11T20:16:10.720,53305,41651,1
138868,2010-11-16T08:58:08.507,3043,2839,1
982997,2013-02-18T03:03:24.403,3043,2839,3
806515,2012-03-11T08:56:43.037,10617,778,1
806017,2012-03-10T00:49:05.137,10617,10365,1
936353,2013-01-06T05:50:27.003,14957,170,1
1163122,2015-02-24T03:28:06.570,30597,29367,1
1167814,2015-03-30T01:03:18.447,30932,30960,1
1252213,2016-01-18T16:57:38.030,33600,3810,1
1513040,2018-03-07T09:04:31.650,40335,40161,1
1513041,2018-03-07T09:04:31.650,40335,40312,1
173217,2010-12-09T18:26:33.197,3684,3666,1
1239754,2015-11-05T15:48:47.460,32996,3465,1
1878031,2022-07-14T13:52:17.570,51696,49,1
550483,2011-07-21T20:51:02.830,1824,7156,1
547906,2011-07-20T07:04:03.180,1824,7447,1
1008820,2013-03-22T15:04:27.390,16972,4491,1
1008793,2013-03-22T14:11:39.063,16972,13943,1
1825333,2021-05-01T23:06:01.003,48891,25707,1
1195066,2015-07-31T03:44:03.000,5213,22022,1
1144781,2014-12-04T07:54:24.830,27692,25376,1
1153734,2015-01-24T19:56:51.580,29266,8034,1
1247828,2015-12-15T17:41:27.197,29266,21571,1
1480273,2017-12-22T13:07:46.797,39837,22182,1
1614183,2018-07-07T21:55:34.523,41168,1047,1
1698423,2019-06-28T14:55:46.487,44165,14568,1
874832,2012-10-04T04:17:42.737,7477,12769,1
1131584,2014-10-01T00:40:48.533,25920,16266,1
1236376,2015-10-26T08:13:31.163,32904,4769,1
172715,2010-12-09T11:58:42.030,3676,3620,1
247501,2011-02-01T00:54:54.287,4672,4321,1
542777,2011-07-17T19:25:29.670,5004,376,1
262914,2011-02-18T16:49:38.820,5004,4704,1
1042100,2013-10-15T19:56:01.480,19399,19379,1
1116521,2014-07-14T14:19:58.053,25233,20468,1
62626,2010-10-01T20:03:54.510,736,553,1
772398,2011-12-01T17:36:47.270,9226,4090,1
1435650,2017-11-15T16:03:11.747,39534,33072,1
982992,2013-02-18T03:03:24.403,805,482,3
1346532,2017-04-18T15:31:59.227,38014,11227,1
1637410,2018-09-30T20:38:53.277,41666,10044,1
1075117,2014-04-10T18:17:00.393,22053,21936,1
1244765,2015-12-06T23:41:37.460,33082,33240,1
1602485,2018-05-22T04:25:53.847,40816,37886,1
50661,2010-09-26T21:39:38.940,1586,1539,1
1280520,2016-06-03T22:18:44.147,34888,3690,1
1613715,2018-07-01T19:54:40.187,41125,40335,1
1847340,2021-12-15T16:40:38.993,50872,48557,1
1291252,2016-07-21T23:35:23.383,36233,4905,1
1291254,2016-07-21T23:35:23.383,36233,10085,1
1291253,2016-07-21T23:35:23.383,36233,34508,1
1314092,2016-11-02T22:38:45.580,36903,31280,1
107363,2010-10-25T23:16:33.807,2373,2149,1
560839,2011-07-28T22:36:40.167,7537,861,1
800705,2012-02-24T17:31:12.020,10368,10141,1
1004115,2013-03-13T03:38:25.560,16860,12361,1
1312505,2016-10-23T17:41:50.093,36826,14892,1
69959,2010-10-05T17:02:26.053,1346,1842,1
835930,2012-06-01T01:21:23.980,11579,10048,1
1778475,2020-09-28T01:28:05.507,34061,42537,1
166709,2010-12-07T13:42:09.843,3624,3154,1
166708,2010-12-07T13:42:09.843,3624,3604,1
1048636,2013-11-18T18:06:06.517,19854,14548,1
1048635,2013-11-18T18:05:20.310,19854,14770,1
1870057,2022-04-15T12:08:10.063,51327,4769,1
144956,2010-11-21T17:58:36.113,3229,2802,1
1132167,2014-10-05T20:54:09.353,25951,21987,1
1352627,2017-05-25T18:39:44.863,38283,38299,1
851320,2012-07-20T15:20:58.653,12080,1388,1
851321,2012-07-20T15:20:58.653,12080,1484,1
1033442,2013-08-14T10:15:49.053,18572,10635,1
1056389,2014-01-08T21:31:29.563,20481,10815,1
1753988,2020-04-25T02:04:20.540,46704,46449,1
1951810,2024-01-15T16:53:24.130,53777,53602,1
883891,2012-10-25T18:05:47.337,14095,4278,1
1628055,2018-08-19T15:16:12.120,19800,41341,1
1152196,2015-01-05T17:30:13.780,20587,944,1
1690734,2019-05-28T17:55:10.320,43996,153,1
1837662,2021-09-16T20:36:56.077,50488,12929,1
1837661,2021-09-16T20:35:58.760,50488,17854,1
412746,2011-05-10T16:16:00.793,6518,6517,1
983017,2013-02-18T03:03:24.403,6518,6517,3
490206,2011-06-20T18:31:13.280,7059,5004,1
1048434,2013-11-17T19:45:39.083,19846,3727,1
1048431,2013-11-17T19:31:36.473,19846,18307,1
1048432,2013-11-17T19:33:20.183,19846,19822,1
1616267,2018-07-22T00:14:40.307,41240,19473,1
1753428,2020-04-17T16:51:32.043,46650,3253,1
242463,2011-01-27T09:24:34.867,4589,3253,1
872584,2012-09-26T23:46:45.937,12747,1247,1
1025129,2013-06-13T16:59:02.960,17988,9184,1
1783060,2020-11-16T19:43:02.137,47869,2548,1
88723,2010-10-15T07:42:42.183,2193,1115,1
406040,2011-05-05T13:49:15.007,6392,2647,1
876646,2012-10-09T11:54:23.130,12841,8918,1
954840,2013-01-23T12:06:03.540,12841,14591,1
1056431,2014-01-08T23:53:04.267,20501,20507,1
1637157,2018-09-29T16:52:24.553,41655,5297,1
651183,2011-09-08T09:01:39.790,8121,8000,1
1021532,2013-05-22T18:18:53.090,17702,2074,1
1021551,2013-05-23T00:36:35.930,17702,12162,1
1064379,2014-02-17T18:15:38.110,21117,18037,1
1065244,2014-02-21T13:54:15.120,21191,21026,1
1104584,2014-07-02T06:07:21.603,25104,24975,1
1104801,2014-07-03T03:01:13.377,25104,24975,3
1628552,2018-08-22T14:22:23.450,41420,2562,1
1628551,2018-08-22T14:22:23.450,41420,4322,1
829435,2012-05-13T18:58:44.340,9807,1854,1
829553,2012-05-14T01:23:54.313,9807,10958,1
1851806,2022-02-14T15:37:13.313,51095,36704,1
1930731,2023-05-05T07:23:48.140,52804,6704,1
1955234,2024-01-21T14:00:55.673,53800,53602,1
1955233,2024-01-21T14:00:55.673,53800,53777,1
240833,2011-01-25T16:16:46.910,4420,2058,1
1083610,2014-05-24T14:33:12.473,22657,4512,1
1083611,2014-05-24T14:33:49.457,22657,7753,1
1260290,2016-02-20T09:52:41.407,31882,33857,1
1763338,2020-07-11T05:05:04.587,47202,47186,1
1842743,2021-11-29T11:43:01.353,50789,42431,1
141423,2010-11-18T03:18:18.750,3115,2611,1
304566,2011-03-05T00:14:26.807,5279,4928,1
616851,2011-08-23T08:11:21.110,7929,7878,1
625865,2011-08-28T16:35:56.317,7929,7996,1
995142,2013-03-06T17:29:29.627,16757,16730,1
1004004,2013-03-12T23:21:39.067,16757,16730,3
1177560,2015-04-27T02:40:54.680,31290,9277,1
1824454,2021-04-09T04:53:02.060,48751,31448,1
1940393,2023-07-31T17:05:20.507,53153,38732,1
1162854,2015-02-22T22:28:41.283,30580,29323,1
1688241,2019-05-21T07:16:07.323,43933,79,1
1699363,2019-07-10T17:48:36.977,43933,1965,1
1783202,2020-11-20T14:42:50.327,47892,11759,1
1955698,2024-02-01T11:41:32.193,53843,41493,1
183,2010-08-26T14:39:03.577,504,7,1
185081,2010-12-16T23:03:52.620,3836,3743,1
1917546,2023-02-08T12:26:13.740,3836,36839,1
330622,2011-03-30T01:22:28.307,5745,1046,1
330571,2011-03-30T01:16:01.370,5745,2168,1
1165912,2015-03-09T04:49:43.930,30729,7471,1
1870856,2022-05-12T10:50:12.460,51444,18379,1
266,2010-08-30T12:15:37.350,398,246,1
61719,2010-10-01T10:55:54.073,1025,352,1
80220,2010-10-10T22:19:56.033,2021,1811,1
80221,2010-10-10T22:19:56.033,2021,2032,1
938858,2013-01-08T02:43:24.743,15005,7900,1
1130990,2014-09-25T18:32:45.787,25868,25827,1
1166761,2015-03-16T20:56:17.590,30835,30782,1
193750,2010-12-23T13:20:40.730,3538,1026,1
617202,2011-08-23T14:00:35.013,7878,7929,1
1262226,2016-02-29T15:16:14.280,33932,5297,1
1785141,2021-01-26T16:42:13.880,48253,5323,1
1785199,2021-01-27T20:23:44.637,48253,48270,1
1032401,2013-08-05T15:39:32.240,18549,18215,1
1242214,2015-12-02T19:09:58.393,33242,200,1
1242264,2015-12-03T10:54:53.483,33242,6864,1
1285798,2016-06-10T00:14:28.133,35947,30548,1
827909,2012-05-09T06:49:41.520,11410,2395,1
827910,2012-05-09T06:49:41.523,11410,11408,1
1074381,2014-04-07T18:30:22.260,21987,20185,1
1074380,2014-04-07T18:30:22.260,21987,21973,1
1208973,2015-08-17T22:31:16.233,32309,15038,1
1209338,2015-08-19T00:11:29.387,32309,31883,1
1887007,2022-10-21T17:10:02.093,52040,11024,1
1021782,2013-05-24T09:18:28.090,4769,16902,1
544928,2011-07-18T18:51:55.810,7431,2853,1
1217466,2015-09-12T03:30:51.577,32458,8200,1
1381894,2017-08-30T08:26:02.273,38950,19962,1
1634381,2018-09-24T01:48:09.297,41612,3431,1
1136907,2014-10-21T15:46:39.163,26017,9806,1
1135292,2014-10-13T03:40:24.463,26017,17610,1
1614106,2018-07-07T00:02:26.137,41165,32233,1
1007447,2013-03-18T16:44:46.067,739,1675,1
1007449,2013-03-18T16:45:35.007,739,16751,1
1069156,2014-03-13T17:57:46.007,21297,121,1
1730566,2019-10-07T05:49:23.340,45642,45579,1
1056229,2014-01-08T01:54:47.523,20490,20485,1
1139475,2014-11-10T05:47:13.337,27391,25851,1
393307,2011-04-30T18:29:54.660,2562,4322,1
593663,2011-08-14T06:06:02.503,7732,4556,1
593662,2011-08-14T06:06:02.503,7732,7413,1
1144740,2014-12-03T22:45:50.330,25376,27692,1
1236472,2015-10-26T14:32:01.433,31210,18370,1
1241849,2015-11-27T22:38:05.743,33202,1198,1
1241848,2015-11-27T22:38:05.743,33202,3253,1
1242229,2015-12-02T23:46:25.803,33202,18968,1
1773780,2020-09-10T06:10:51.357,47526,47543,1
86444,2010-10-13T16:34:41.093,2136,276,1
253616,2011-02-08T06:45:00.880,4792,761,1
253615,2011-02-08T06:45:00.880,4792,1233,1
253614,2011-02-08T06:45:00.880,4792,3887,1
1191522,2015-06-28T14:53:37.093,31851,17575,1
1239933,2015-11-06T18:50:04.293,33010,22493,1
1239916,2015-11-06T16:54:36.733,33010,29142,1
1239915,2015-11-06T16:54:36.733,33010,32584,1
1278012,2016-05-16T11:37:29.463,34768,34763,1
1666815,2019-02-26T01:14:07.293,42425,39101,1
164,2010-08-25T14:05:49.567,524,82,1
163,2010-08-25T14:05:49.567,524,93,1
87919,2010-10-14T14:21:44.673,2159,17,1
700361,2011-09-30T20:39:08.013,8442,7865,1
910122,2012-12-24T19:32:12.410,14848,5675,1
910121,2012-12-24T19:32:12.410,14848,14811,1
1034607,2013-08-23T01:55:46.947,18709,1015,1
1274420,2016-04-24T09:53:20.687,34484,7862,1
766894,2011-11-16T15:45:34.983,8991,175,1
766893,2011-11-16T15:45:34.983,8991,7937,1
1016719,2013-04-30T22:04:17.270,17404,9896,1
1166528,2015-03-13T11:23:00.540,30803,22445,1
1610900,2018-06-13T15:15:58.657,40959,40987,1
1630379,2018-09-13T15:06:11.910,41546,14160,1
1842143,2021-11-07T15:30:38.293,50700,2873,1
1051060,2013-12-03T22:08:57.110,20083,4375,1
1142109,2014-11-15T19:42:06.227,27460,10396,1
903143,2012-12-05T20:07:01.890,6876,5399,1
800877,2012-02-25T06:40:20.503,10365,2386,1
805307,2012-03-07T20:18:36.320,10365,5080,1
800702,2012-02-24T15:54:42.147,10365,5188,1
809741,2012-03-20T22:18:40.960,10365,10617,1
978359,2013-02-05T19:34:51.137,16368,10287,1
1037170,2013-09-11T23:11:37.853,18947,16751,1
1663572,2019-02-08T04:17:15.160,42333,41080,1
1877161,2022-06-11T20:47:03.897,51579,51580,1
1887317,2022-10-27T10:02:58.920,52074,52002,1
563167,2011-07-30T10:15:56.940,7563,7413,1
1193152,2015-07-07T00:51:40.437,7563,31918,1
1175000,2015-04-16T07:01:41.417,18801,18899,1
1160550,2015-02-16T11:40:24.363,29498,4074,1
1160549,2015-02-16T11:40:24.363,29498,18522,1
1654259,2019-01-11T09:59:33.367,42187,1215,1
1654260,2019-01-11T09:59:33.367,42187,20861,1
1961779,2024-03-22T11:01:23.350,54089,32538,1
441665,2011-05-27T04:06:11.503,6753,2788,1
1017395,2013-05-03T18:47:20.603,17496,45,1
1039853,2013-09-30T17:19:15.407,19216,18846,1
240730,2011-01-25T15:17:11.257,4546,2571,1
240757,2011-01-25T15:21:23.407,4546,3253,1
240731,2011-01-25T15:17:11.257,4546,4539,1
442119,2011-05-27T10:35:45.233,5379,6753,1
1103558,2014-06-25T16:05:39.713,25015,24986,1
1370429,2017-07-21T20:48:20.243,38675,38592,1
792409,2012-01-31T23:07:29.910,10016,9854,1
1102340,2014-06-15T18:56:53.133,24869,19313,1
1722140,2019-09-10T15:49:25.660,25004,11227,1
59715,2010-09-30T17:08:09.583,1752,1088,1
251185,2011-02-05T21:56:20.617,4005,3931,1
862611,2012-08-27T22:19:42.803,12418,1574,1
1308846,2016-10-04T18:20:04.107,36714,27382,1
247552,2011-02-01T01:52:17.633,4646,4652,1
821926,2012-04-25T03:26:59.330,11144,10088,1
1252718,2016-01-25T02:22:08.407,33620,4034,1
1289370,2016-06-29T21:41:05.903,36073,4352,1
267,2010-08-30T12:31:18.687,716,709,1
235248,2011-01-21T12:21:46.220,4454,4409,1
1380240,2017-08-19T22:58:34.157,4454,5918,1
1380241,2017-08-19T22:58:34.157,4454,30525,1
1368645,2017-07-11T20:28:29.443,38583,10320,1
1068792,2014-03-11T22:41:39.200,21469,522,1
1239766,2015-11-05T16:38:24.230,32584,29142,1
1738734,2019-12-19T09:46:20.463,46060,3758,1
1738733,2019-12-19T09:46:20.463,46060,17983,1
156315,2010-12-03T15:22:56.133,3498,88,1
983003,2013-02-18T03:03:24.403,3498,88,3
233165,2011-01-20T09:38:31.683,4423,4393,1
1360316,2017-06-07T18:27:12.083,38383,276,1
1360365,2017-06-07T21:21:50.770,38383,1168,1
1360311,2017-06-07T18:22:35.087,38383,4090,1
1360310,2017-06-07T18:22:35.087,38383,22191,1
1852101,2022-02-21T22:58:24.650,51118,7642,1
1869515,2022-04-01T17:48:20.987,51118,51279,1
157293,2010-12-04T08:05:55.597,3521,3253,1
242084,2011-01-26T16:34:47.433,4566,1284,1
1732792,2019-11-08T19:49:45.497,18675,45784,1
1330383,2017-02-06T15:12:11.120,37481,2254,1
1336529,2017-03-20T18:59:17.690,37481,37773,1
1757294,2020-05-16T19:37:47.430,46850,21973,1
319377,2011-03-20T14:29:00.850,1718,5553,1
849702,2012-07-14T16:48:34.953,12034,12004,1
1030933,2013-07-23T22:50:34.323,18440,18255,1
1514284,2018-03-20T12:26:24.483,40421,10972,1
1692078,2019-06-02T09:53:40.443,44002,38803,1
1692079,2019-06-02T09:53:40.443,44002,38886,1
354102,2011-04-03T16:50:34.597,5848,5235,1
354103,2011-04-03T17:17:06.397,5848,5834,1
1012742,2013-04-03T16:12:06.417,17135,11855,1
1679679,2019-04-10T17:36:11.710,42697,25707,1
774707,2011-12-07T14:31:46.953,9329,1441,1
1058333,2014-01-19T04:01:20.977,20647,19189,1
1783075,2020-11-17T04:44:05.423,47872,3742,1
430803,2011-05-17T09:13:04.333,6607,2573,1
778565,2011-12-19T17:10:05.347,9429,68,1
981731,2013-02-14T19:25:21.543,16468,16347,1
1887695,2022-11-04T14:51:02.447,52094,52106,1
1940957,2023-08-24T09:36:46.810,53225,4891,1
236276,2011-01-21T23:03:20.860,4466,3964,1
309175,2011-03-09T15:22:51.880,5376,5346,1
1023117,2013-06-02T02:24:43.083,17868,1015,1
1262097,2016-02-29T02:31:03.110,33923,21264,1
1613217,2018-06-27T01:04:55.617,41082,32024,1
1667687,2019-03-11T05:19:50.060,42505,21898,1
1955447,2024-01-25T22:56:01.360,53817,9233,1
314060,2011-03-14T11:12:39.473,5399,2032,1
314061,2011-03-14T11:12:39.473,5399,5463,1
903144,2012-12-05T20:07:43.887,5399,6876,1
903723,2012-12-06T17:25:36.073,14645,6660,1
983037,2013-02-18T03:03:24.403,14645,6660,3
1048262,2013-11-16T22:38:40.550,19834,88,1
1048642,2013-11-18T21:04:19.563,19834,10368,1
1336222,2017-03-17T09:35:18.897,37785,37741,1
1816133,2021-03-17T11:08:15.423,48605,22387,1
1831594,2021-06-23T06:16:38.917,49146,12497,1
1957572,2024-02-27T10:47:21.787,53966,19313,1
124618,2010-11-07T07:14:59.073,2757,2204,1
259633,2011-02-14T13:52:11.367,4915,392,1
1168015,2015-04-01T21:15:34.137,4915,30984,1
274283,2011-02-26T23:27:18.647,5176,2548,1
1251758,2016-01-12T07:58:14.867,33551,4769,1
1951216,2023-12-26T16:00:06.077,53697,53030,1
1046021,2013-11-08T16:15:24.637,19714,18968,1
896414,2012-11-21T17:58:00.053,12538,2032,1
1043786,2013-10-25T22:31:12.220,19534,2908,1
1785069,2021-01-25T17:31:03.377,48244,36839,1
1785070,2021-01-25T17:31:03.377,48244,48128,1
1947022,2023-11-19T22:27:49.713,53568,871,1
49074,2010-09-26T04:32:47.123,1618,1026,1
412570,2011-05-10T15:12:12.270,5505,1886,1
654160,2011-09-09T19:57:10.960,8161,5407,1
654159,2011-09-09T19:57:10.960,8161,8000,1
848789,2012-07-10T21:45:00.130,11997,7903,1
872372,2012-09-26T16:42:46.217,12744,1532,1
1067671,2014-03-06T14:34:14.573,21400,7388,1
1176446,2015-04-22T16:10:28.880,31230,20883,1
1689705,2019-05-24T05:55:10.957,43965,30641,1
1739643,2020-01-03T01:08:46.140,46129,21016,1
1739606,2020-01-02T04:40:29.213,46129,40478,1
1824679,2021-04-14T08:09:12.380,48785,48104,1
793470,2012-02-03T16:43:44.693,9982,10048,1
1006450,2013-03-15T11:57:05.047,10972,7645,1
1006451,2013-03-15T11:57:05.047,10972,7717,1
1105073,2014-07-04T00:34:30.737,25130,25129,1
1665886,2019-02-18T15:50:21.027,42399,6995,1
1766830,2020-07-22T12:53:28.230,47262,21962,1
582380,2011-08-08T22:13:49.350,52,799,1
1152195,2015-01-05T16:30:56.843,2708,8000,1
205488,2011-01-05T22:37:38.650,4131,1562,1
932230,2013-01-03T22:44:59.110,14951,14939,1
1065453,2014-02-22T04:04:10.093,21200,7303,1
1783912,2020-12-11T15:36:38.523,48001,36626,1
1783982,2020-12-14T11:35:56.130,48001,36626,3
1336617,2017-03-21T19:32:18.560,37773,37481,1
864475,2012-09-02T20:05:49.360,427,12416,1
1814973,2021-02-20T23:40:10.943,48450,48443,1
105731,2010-10-24T17:42:03.607,2396,1639,1
749425,2011-10-21T17:06:05.950,8679,1313,1
906875,2012-12-15T00:04:29.333,14728,6068,1
1350846,2017-05-11T13:50:19.280,14728,38009,1
1102149,2014-06-13T19:11:24.467,24878,24879,1
1654359,2019-01-13T20:24:54.933,42190,41878,1
1826197,2021-05-25T11:22:11.133,49020,37163,1
1903821,2023-01-03T08:33:52.360,52340,52335,1
721417,2011-10-10T14:27:07.600,8539,6670,1
721418,2011-10-10T14:39:47.340,8539,7396,1
1253384,2016-02-02T13:49:45.827,27108,33706,1
1383010,2017-09-11T15:47:53.543,39010,38979,1
742698,2011-10-19T09:00:46.473,6401,5797,1
694881,2011-09-28T01:09:36.013,8393,4016,1
694880,2011-09-28T01:09:36.013,8393,7247,1
699334,2011-09-30T09:47:36.430,8393,7563,1
